+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                                                                                                                                                                      Tabla de parseo SLR(1) Simulación                                                                                                                                                                                                                                                      |
+-------+---------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------+
| State |                                      Stack                                      |                                                             Symbols                                                              |                                                                                                                              Input                                                                                                                               |                   Actions                   |
|   30  |                 ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6']                |                       ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression']                        |                                                    ['RPAREN', 'TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                     |                 Shift to I9                 |
|   31  |              ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I2', 'I6', 'I9']             |                  ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'LPAREN', 'expression', 'RPAREN']                   |                                                         ['TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                          | Reduce by factor → LPAREN expression RPAREN |
|   32  |                    ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I4']                   |                              ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'factor']                               |                                                         ['TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                          |           Reduce by term → factor           |
|   33  |                   ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I10']                   |                               ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'term']                                |                                                         ['TIMES', 'ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                          |                 Shift to I8                 |
|   34  |                ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I10', 'I8']                |                           ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'term', 'TIMES']                           |                                                              ['ID', 'RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                              |                 Shift to I1                 |
|   35  |             ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I10', 'I8', 'I1']             |                        ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'term', 'TIMES', 'ID']                        |                                                                 ['RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                 |            Reduce by factor → ID            |
|   36  |             ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I10', 'I8', 'I11']            |                      ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'term', 'TIMES', 'factor']                      |                                                                 ['RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                 |      Reduce by term → term TIMES factor     |
|   37  |                   ['I0', 'I3', 'I7', 'I2', 'I6', 'I7', 'I10']                   |                               ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS', 'term']                                |                                                                 ['RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                 | Reduce by expression → expression PLUS term |
|   38  |                          ['I0', 'I3', 'I7', 'I2', 'I6']                         |                                       ['$', 'expression', 'PLUS', 'LPAREN', 'expression']                                        |                                                                 ['RPAREN', 'PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                 |                 Shift to I9                 |
|   39  |                       ['I0', 'I3', 'I7', 'I2', 'I6', 'I9']                      |                                  ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'RPAREN']                                   |                                                                      ['PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                      | Reduce by factor → LPAREN expression RPAREN |
